correct	gold	prediction
False	<a_14><b_17><c_7><d_2>	<a_8><b_12><c_22>
False	<a_20><b_22><c_10><d_0>	<a_15><b_26><c_22><d_0>
True	<a_1><b_25><c_20><d_0>	<a_1><b_25><c_20><d_0>
True	<a_31><b_1><c_3>	<a_31><b_1><c_3>
False	<a_0><b_19><c_11>	<a_5><b_11><c_14>
True	<a_1><b_13><c_4><d_1>	<a_1><b_13><c_4><d_1>
False	<a_29><b_27><c_22><d_1>	<a_29><b_1><c_15><d_0>
True	<a_27><b_27><c_11>	<a_27><b_27><c_11>
True	<a_20><b_14><c_5>	<a_20><b_14><c_5>
True	<a_5><b_15><c_17>	<a_5><b_15><c_17>
True	<a_2><b_8><c_0>	<a_2><b_8><c_0>
False	<a_7><b_0><c_15>	<a_10><b_29><c_12>
True	<a_17><b_27><c_20><d_0>	<a_17><b_27><c_20><d_0>
True	<a_3><b_20><c_15>	<a_3><b_20><c_15>
False	<a_14><b_24><c_4><d_1>	<a_21><b_12><c_7>
True	<a_26><b_6><c_13><d_0>	<a_26><b_6><c_13><d_0>
False	<a_26><b_19><c_15><d_0>	2013-02-14 05:48 <a_26><b_19><c_15><d_0>
False	<a_11><b_31><c_0>	<a_2><b_25><c_1>
True	<a_20><b_28><c_19>	<a_20><b_28><c_19>
True	<a_12><b_17><c_31><d_1>	<a_12><b_17><c_31><d_1>
False	<a_1><b_17><c_3>	<a_10><b_20><c_25>
False	<a_22><b_12><c_20><d_2>	<a_22><b_5><c_4><d_1>
True	<a_6><b_30><c_29>	<a_6><b_30><c_29>
False	<a_20><b_22><c_10><d_1>	<a_2><b_31><c_31>
True	<a_20><b_28><c_19>	<a_20><b_28><c_19>
False	<a_23><b_18><c_21>	<a_20><b_14><c_19>
False	<a_20><b_28><c_24>	<a_3><b_25><c_11>
False	<a_29><b_3><c_12>	<a_14><b_24><c_26>
False	<a_2><b_30><c_22>	<a_2><b_29><c_28>
True	<a_31><b_27><c_20><d_2>	<a_31><b_27><c_20><d_2>
True	<a_12><b_15><c_6>	<a_12><b_15><c_6>
False	<a_24><b_18><c_20>	<a_31><b_4><c_21>
False	<a_19><b_12><c_29><d_0>	<a_19><b_1><c_8><d_0>
False	<a_14><b_12><c_14><d_0>	<a_23><b_2><c_14><d_1>
False	<a_22><b_25><c_12><d_1>	<a_25><b_19><c_7><d_2>
False	<a_29><b_7><c_14><d_0>	<a_20><b_28><c_24>
False	<a_11><b_23><c_0>	<a_21><b_27><c_22>
False	<a_20><b_22><c_10><d_1>	<a_22><b_5><c_11>
True	<a_2><b_10><c_23>	<a_2><b_10><c_23>
False	<a_15><b_5><c_23>	15_5_23
True	<a_31><b_20><c_25>	<a_31><b_20><c_25>
False	<a_9><b_12><c_16><d_1>	<a_21><b_2><c_1><d_1>
False	<a_20><b_16><c_30>	<a_20><b_28><c_19>
False	<a_25><b_10><c_6>	<a_19><b_1><c_29>
False	<a_4><b_13><c_1>	<a_20><b_1><c_21>
True	<a_15><b_15><c_31><d_1>	<a_15><b_15><c_31><d_1>
True	<a_6><b_25><c_21>	<a_6><b_25><c_21>
False	<a_14><b_12><c_3>	3_10_27_1
False	<a_28><b_5><c_4>	<a_0><b_0><c_13>
False	<a_13><b_18><c_26><d_0>	<a_2><b_29><c_11>
False	<a_0><b_12><c_20>	<a_18><b_11><c_7><d_1>
True	<a_7><b_26><c_20><d_1>	<a_7><b_26><c_20><d_1>
False	<a_21><b_8><c_10><d_0>	<a_28><b_13><c_7>
True	<a_24><b_24><c_3>	<a_24><b_24><c_3>
False	<a_26><b_31><c_14><d_0>	0
False	<a_4><b_17><c_3>	<a_0><b_2><c_6>
False	<a_2><b_25><c_25>	<a_0><b_25><c_6>
True	<a_13><b_6><c_13><d_1>	<a_13><b_6><c_13><d_1>
False	<a_14><b_17><c_8><d_1>	<a_20><b_14><c_19>
False	<a_30><b_16><c_10>	<a_22><b_27><c_4><d_7>
False	<a_15><b_13><c_12>	<a_17><b_30><c_26>
False	<a_22><b_9><c_12><d_1>	<a_23><b_1><c_12><d_0>
False	<a_22><b_4><c_13>	<a_28><b_12><c_17><d_0>
False	<a_30><b_16><c_10>	<a_25><b_8><c_4>
True	<a_23><b_2><c_13>	<a_23><b_2><c_13>
False	<a_0><b_19><c_27><d_1>	<a_4><b_6><c_14>
False	<a_0><b_7><c_31>	<a_20><b_28><c_19>
False	<a_13><b_6><c_1>	<a_4><b_20><c_9>
False	<a_12><b_29><c_18>	<a_10><b_0><c_23>
False	<a_23><b_27><c_23>	0
True	<a_23><b_11><c_12>	<a_23><b_11><c_12>
True	<a_5><b_9><c_23><d_1>	<a_5><b_9><c_23><d_1>
False	<a_1><b_25><c_15><d_0>	<a_20><b_22><c_10><d_0>
False	<a_0><b_5><c_25><d_0>	<a_0><b_10><c_22>
False	<a_16><b_19><c_22><d_0>	<a_14><b_12><c_3>
False	<a_0><b_5><c_15>	<a_21><b_30><c_26>
False	<a_1><b_25><c_15><d_1>	<a_1><b_1><c_15>
True	<a_28><b_5><c_21>	<a_28><b_5><c_21>
False	<a_14><b_24><c_16><d_0>	<a_14><b_15><c_13>
False	<a_1><b_13><c_4><d_0>	1. <a_1><b_13><c_4><d_0>
False	<a_10><b_24><c_18>	<a_1><b_7><c_7>
True	<a_14><b_27><c_8>	<a_14><b_27><c_8>
False	<a_7><b_29><c_15>	<a_7><b_18><c_16>
False	<a_21><b_10><c_3>	<a_13><b_19><c_26>
False	<a_5><b_9><c_3><d_1>	<a_17><b_27><c_3><d_4>
True	<a_21><b_1><c_12>	<a_21><b_1><c_12>
True	<a_21><b_20><c_21><d_1>	<a_21><b_20><c_21><d_1>
True	<a_1><b_10><c_27>	<a_1><b_10><c_27>
True	<a_12><b_9><c_11>	<a_12><b_9><c_11>
False	<a_24><b_13><c_31><d_0>	<a_1><b_12><c_17>
False	<a_1><b_25><c_15><d_1>	<a_14><b_7><c_16><d_1>
True	<a_21><b_20><c_21><d_2>	<a_21><b_20><c_21><d_2>
False	<a_28><b_20><c_13><d_0>	<a_5><b_2><c_26>
True	<a_5><b_11><c_26>	<a_5><b_11><c_26>
False	<a_31><b_20><c_22><d_1>	<a_17><b_24><c_11><d_0>
False	<a_19><b_1><c_8><d_1>	19_1_8_1
False	<a_1><b_13><c_16>	<a_10><b_31><c_28>
False	<a_8><b_23><c_8>	<a_1><b_17><c_6>
False	<a_22><b_31><c_11><d_1>	<a_8><b_31><c_12>
False	<a_20><b_14><c_5>	<a_20><b_28><c_19>
False	<a_21><b_30><c_21>	<a_24><b_15><c_22><d_1>
False	<a_18><b_29><c_7><d_1>	<a_21><b_8><c_1>
True	<a_22><b_19><c_22><d_3>	<a_22><b_19><c_22><d_3>
False	<a_28><b_23><c_6>	<a_8><b_27><c_16><d_1>
False	<a_11><b_0><c_27><d_1>	<a_29><b_30><c_7><d_1>
False	<a_23><b_0><c_29>	<a_1><b_12><c_23>
True	<a_3><b_24><c_3>	<a_3><b_24><c_3>
False	<a_14><b_10><c_21><d_0>	<a_21><b_19><c_20>
False	<a_28><b_5><c_25>	<a_18><b_18><c_29>
False	<a_22><b_27><c_21><d_6>	<a_17><b_27><c_3><d_0>
False	<a_25><b_0><c_16>	<a_22><b_27><c_4><d_0>
False	<a_21><b_11><c_1>	<a_10><b_16><c_15>
False	<a_14><b_20><c_25>	<a_7><b_10><c_26>
True	<a_18><b_18><c_13>	<a_18><b_18><c_13>
True	<a_27><b_15><c_17>	<a_27><b_15><c_17>
False	<a_10><b_14><c_28><d_2>	<a_20><b_28><c_19>
False	<a_11><b_31><c_22>	<a_11><b_18><c_4><d_0>
False	<a_22><b_27><c_4><d_2>	<a_19><b_13><c_7><d_1>
False	<a_1><b_2><c_26><d_1>	<a_9><b_13><c_3><d_1>
True	<a_24><b_26><c_27>	<a_24><b_26><c_27>
True	<a_1><b_23><c_20>	<a_1><b_23><c_20>
False	<a_11><b_23><c_0>	<a_3><b_1><c_3>
False	<a_20><b_22><c_10><d_0>	<a_18><b_24><c_29>
False	<a_20><b_22><c_10><d_0>	<a_22><b_23><c_22>
True	<a_18><b_17><c_8><d_1>	<a_18><b_17><c_8><d_1>
True	<a_1><b_21><c_13>	<a_1><b_21><c_13>
False	<a_20><b_28><c_19>	<a_9><b_19><c_14>
False	<a_31><b_12><c_20><d_1>	<a_9><b_1><c_12>
False	<a_24><b_0><c_9>	<a_1><b_27><c_14>
False	<a_23><b_2><c_29>	9
True	<a_11><b_12><c_4><d_1>	<a_11><b_12><c_4><d_1>
False	<a_30><b_23><c_28>	<a_22><b_5><c_12>
True	<a_5><b_15><c_20>	<a_5><b_15><c_20>
False	<a_15><b_30><c_17>	15
True	<a_1><b_7><c_27><d_1>	<a_1><b_7><c_27><d_1>
False	<a_21><b_8><c_16><d_1>	<a_25><b_19><c_7><d_0>
False	<a_10><b_6><c_21><d_0>	<a_15><b_21><c_27>
False	<a_16><b_31><c_27><d_0>	<a_18><b_29><c_1>
True	<a_24><b_30><c_4>	<a_24><b_30><c_4>
False	<a_3><b_2><c_30>	<a_5><b_3><c_25>
False	<a_26><b_24><c_11><d_1>	<a_26><b_29><c_4>
False	<a_19><b_10><c_23><d_1>	<a_8><b_12><c_25>
True	<a_12><b_12><c_4>	<a_12><b_12><c_4>
False	<a_21><b_8><c_16><d_1>	<a_25><b_20><c_27>
False	<a_17><b_27><c_17><d_3>	<a_8><b_9><c_12>
False	<a_19><b_9><c_29><d_2>	<a_18><b_1><c_21><d_1>
True	<a_18><b_25><c_16>	<a_18><b_25><c_16>
True	<a_1><b_21><c_13>	<a_1><b_21><c_13>
True	<a_21><b_19><c_17><d_0>	<a_21><b_19><c_17><d_0>
True	<a_28><b_19><c_3>	<a_28><b_19><c_3>
False	<a_19><b_27><c_23>	<a_22><b_29><c_9>
False	<a_14><b_30><c_13>	<a_14><b_30><c_7>
True	<a_11><b_0><c_31><d_1>	<a_11><b_0><c_31><d_1>
True	<a_24><b_6><c_3>	<a_24><b_6><c_3>
False	<a_17><b_27><c_11><d_0>	<a_29><b_29><c_21>
False	<a_17><b_9><c_9>	17_9_9
False	<a_4><b_19><c_4><d_0>	<a_4><b_0><c_16>
False	<a_20><b_22><c_10><d_1>	<a_21><b_5><c_13><d_1>
True	<a_14><b_20><c_20><d_1>	<a_14><b_20><c_20><d_1>
True	<a_6><b_9><c_8><d_1>	<a_6><b_9><c_8><d_1>
False	<a_30><b_16><c_19>	<a_0><b_12><c_1>
False	<a_15><b_1><c_4><d_2>	<a_31><b_27><c_4><d_1>
False	<a_2><b_25><c_25>	<a_1><b_24><c_15><d_1>
False	<a_0><b_17><c_3>	<a_29><b_10><c_12><d_0>
False	<a_23><b_20><c_17><d_2>	<a_24><b_3><c_13>
False	<a_6><b_9><c_13>	<a_0><b_22><c_28>
True	<a_22><b_18><c_25><d_0>	<a_22><b_18><c_25><d_0>
False	<a_27><b_2><c_12><d_2>	<a_23><b_10><c_27>
True	<a_9><b_25><c_14><d_1>	<a_9><b_25><c_14><d_1>
True	<a_18><b_11><c_22>	<a_18><b_11><c_22>
False	<a_14><b_5><c_16>	<a_7><b_2><c_22><d_1>
False	<a_4><b_11><c_31><d_1>	<a_4><b_18><c_9>
False	<a_4><b_11><c_23><d_0>	<a_2><b_30><c_12>
False	<a_4><b_12><c_22>	<a_28><b_11><c_11>
False	<a_9><b_0><c_7><d_0>	<a_20><b_14><c_5>
False	<a_7><b_15><c_29>	<a_14><b_12><c_31>
True	<a_26><b_17><c_22>	<a_26><b_17><c_22>
False	<a_15><b_12><c_15>	<a_16><b_15><c_22><d_0>
False	<a_22><b_25><c_12><d_1>	<a_29><b_17><c_17><d_0>
False	<a_1><b_24><c_15><d_0>	1. <a_1><b_24><c_15><d_0>
False	<a_6><b_30><c_31><d_0>	<a_6><b_15><c_11>
False	<a_4><b_19><c_15>	<a_9><b_2><c_21>
True	<a_31><b_25><c_8><d_1>	<a_31><b_25><c_8><d_1>
False	<a_14><b_12><c_21><d_1>	14_12_21_1
False	<a_22><b_6><c_17>	<a_21><b_12><c_6>
False	<a_17><b_11><c_7>	<a_7><b_27><c_8>
False	<a_19><b_1><c_9>	<a_19><b_27><c_27>
False	<a_31><b_15><c_7><d_0>	<a_17><b_6><c_21>
False	<a_20><b_14><c_19>	<a_9><b_15><c_20>
False	<a_26><b_15><c_27>	<a_18><b_30><c_8><d_0>
False	<a_22><b_10><c_15>	<a_20><b_14><c_28>
True	<a_26><b_17><c_8>	<a_26><b_17><c_8>
True	<a_10><b_7><c_26>	<a_10><b_7><c_26>
False	<a_31><b_29><c_4><d_1>	<a_9><b_9><c_12>
False	<a_5><b_8><c_8>	<a_20><b_14><c_19>
False	<a_20><b_22><c_10><d_1>	<a_1><b_13><c_4><d_0>
